t,y,error,u
0.000000,0.000000,1.000000,6.531569
0.010000,0.000324,1.000000,5.691916
0.020000,0.001247,0.999676,4.991776
0.030000,0.002683,0.998753,4.406024
0.040000,0.004561,0.997317,3.916001
0.050000,0.006823,0.995439,3.506087
0.060000,0.009416,0.993177,3.163209
0.070000,0.012299,0.990584,2.876425
0.080000,0.015436,0.987701,2.636576
0.090000,0.018797,0.984564,2.435996
0.100000,0.022357,0.981203,2.268268
0.110000,0.026095,0.977643,2.128022
0.120000,0.029991,0.973905,2.010763
0.130000,0.034030,0.970009,1.912729
0.140000,0.038200,0.965970,1.830771
0.150000,0.042489,0.961800,1.762253
0.160000,0.046887,0.957511,1.704970
0.170000,0.051386,0.953113,1.657076
0.180000,0.055979,0.948614,1.617025
0.190000,0.060659,0.944021,1.583526
0.200000,0.065422,0.939341,1.555495
0.210000,0.070262,0.934578,1.532027
0.220000,0.075175,0.929738,1.512364
0.230000,0.080158,0.924825,1.495874
0.240000,0.085207,0.919842,1.482024
0.250000,0.090319,0.914793,1.470372
0.260000,0.095491,0.909681,1.460545
0.270000,0.100721,0.904509,1.452234
0.280000,0.106006,0.899279,1.445178
0.290000,0.111345,0.893994,1.439161
0.300000,0.116734,0.888655,1.434001
0.310000,0.122174,0.883266,1.429546
0.320000,0.127660,0.877826,1.425669
0.330000,0.133193,0.872340,1.422264
0.340000,0.138770,0.866807,1.419243
0.350000,0.144389,0.861230,1.416532
0.360000,0.150050,0.855611,1.414069
0.370000,0.155750,0.849950,1.411803
0.380000,0.161488,0.844250,1.409691
0.390000,0.167263,0.838512,1.407697
0.400000,0.173073,0.832737,1.405792
0.410000,0.178917,0.826927,1.403952
0.420000,0.184794,0.821083,1.402154
0.430000,0.190703,0.815206,1.400384
0.440000,0.196641,0.809297,1.398627
0.450000,0.202608,0.803359,1.396871
0.460000,0.208603,0.797392,1.395107
0.470000,0.214624,0.791397,1.393328
0.480000,0.220670,0.785376,1.391527
0.490000,0.226740,0.779330,1.389699
0.500000,0.232833,0.773260,1.387840
0.510000,0.238947,0.767167,1.385947
0.520000,0.245082,0.761053,1.384018
0.530000,0.251235,0.754918,1.382050
0.540000,0.257407,0.748765,1.380043
0.550000,0.263595,0.742593,1.377995
0.560000,0.269799,0.736405,1.375905
0.570000,0.276018,0.730201,1.373774
0.580000,0.282250,0.723982,1.371601
0.590000,0.288495,0.717750,1.369387
0.600000,0.294751,0.711505,1.367131
0.610000,0.301017,0.705249,1.364834
0.620000,0.307292,0.698983,1.362496
0.630000,0.313576,0.692708,1.360119
0.640000,0.319866,0.686424,1.357702
0.650000,0.326163,0.680134,1.355247
0.660000,0.332464,0.673837,1.352754
0.670000,0.338770,0.667536,1.350225
0.680000,0.345078,0.661230,1.347659
0.690000,0.351389,0.654922,1.345058
0.700000,0.357701,0.648611,1.342424
0.710000,0.364012,0.642299,1.339756
0.720000,0.370323,0.635988,1.337055
0.730000,0.376632,0.629677,1.334324
0.740000,0.382938,0.623368,1.331562
0.750000,0.389240,0.617062,1.328771
0.760000,0.395538,0.610760,1.325951
0.770000,0.401830,0.604462,1.323104
0.780000,0.408116,0.598170,1.320230
0.790000,0.414395,0.591884,1.317331
0.800000,0.420665,0.585605,1.314408
0.810000,0.426927,0.579335,1.311460
0.820000,0.433178,0.573073,1.308491
0.830000,0.439419,0.566822,1.305499
0.840000,0.445649,0.560581,1.302487
0.850000,0.451866,0.554351,1.299456
0.860000,0.458070,0.548134,1.296405
0.870000,0.464260,0.541930,1.293336
0.880000,0.470435,0.535740,1.290251
0.890000,0.476595,0.529565,1.287149
0.900000,0.482739,0.523405,1.284032
0.910000,0.488865,0.517261,1.280901
0.920000,0.494975,0.511135,1.277756
0.930000,0.501065,0.505025,1.274599
0.940000,0.507137,0.498935,1.271430
0.950000,0.513188,0.492863,1.268250
0.960000,0.519220,0.486812,1.265060
0.970000,0.525230,0.480780,1.261861
0.980000,0.531218,0.474770,1.258654
0.990000,0.537184,0.468782,1.255439
1.000000,0.543126,0.462816,1.252217
1.010000,0.549045,0.456874,1.248990
1.020000,0.554939,0.450955,1.245757
1.030000,0.560809,0.445061,1.242520
1.040000,0.566653,0.439191,1.239280
1.050000,0.572470,0.433347,1.236036
1.060000,0.578261,0.427530,1.232791
